sourcetype,"_raw",host,source,index
"octopus:event","{""Id"":""events-38"",""RelatedDocumentIds"":[""Environments-1"",""projects-1"",""releases-1"",""deployments-1""],""Category"":""DeploymentQueued"",""UserId"":""users-1"",""Username"":""merbla"",""IdentityEstablishedWith"":""Session cookie"",""Occurred"":""2015-04-29T12:16:05.477+00:00"",""Message"":""Deployed A new project release 0.0.1 to Development"",""MessageHtml"":""Deployed <a href='/r/projects-1'>A new project</a> release <a href='/r/releases-1'>0.0.1</a> to <a href='/r/deployments-1'>Development</a>"",""MessageReferences"":[{""ReferencedDocumentId"":""projects-1"",""StartIndex"":9,""Length"":13},{""ReferencedDocumentId"":""releases-1"",""StartIndex"":31,""Length"":5},{""ReferencedDocumentId"":""deployments-1"",""StartIndex"":40,""Length"":11}],""Comments"":null,""Details"":null,""Links"":{""Self"":""/api/environments/events-38""}}","localhost.localdomain","octopus_deploy://Local Octopus Deploy","octopus_deploy"
"octopus:event","{""Id"":""events-39"",""RelatedDocumentIds"":[""ServerTasks-36""],""Category"":""Created"",""UserId"":""users-1"",""Username"":""merbla"",""IdentityEstablishedWith"":""Session cookie"",""Occurred"":""2015-04-29T12:31:58.850+00:00"",""Message"":""Task AdHocScript was created"",""MessageHtml"":""Task <a href='/r/ServerTasks-36'>AdHocScript</a> was created"",""MessageReferences"":[{""ReferencedDocumentId"":""ServerTasks-36"",""StartIndex"":5,""Length"":11}],""Comments"":null,""Details"":null,""Links"":{""Self"":""/api/environments/events-39""}}","localhost.localdomain","octopus_deploy://Local Octopus Deploy","octopus_deploy"
"octopus:event","{""Id"":""events-40"",""RelatedDocumentIds"":[""projects-1"",""releases-2""],""Category"":""Created"",""UserId"":""users-1"",""Username"":""merbla"",""IdentityEstablishedWith"":""Session cookie"",""Occurred"":""2015-04-29T12:47:32.814+00:00"",""Message"":""A new project release 0.0.2 was created"",""MessageHtml"":""<a href='/r/projects-1'>A new project</a> release <a href='/r/releases-2'>0.0.2</a> was created"",""MessageReferences"":[{""ReferencedDocumentId"":""projects-1"",""StartIndex"":0,""Length"":13},{""ReferencedDocumentId"":""releases-2"",""StartIndex"":22,""Length"":5}],""Comments"":null,""Details"":null,""Links"":{""Self"":""/api/environments/events-40""}}","localhost.localdomain","octopus_deploy://Local Octopus Deploy","octopus_deploy"
"octopus:event","{""Id"":""events-65"",""RelatedDocumentIds"":[""teams-1""],""Category"":""Created"",""UserId"":""users-1"",""Username"":""merbla"",""IdentityEstablishedWith"":""Session cookie"",""Occurred"":""2015-06-01T10:13:32.013+00:00"",""Message"":""Team Project Manager was created"",""MessageHtml"":""Team <a href='/r/teams-1'>Project Manager</a> was created"",""MessageReferences"":[{""ReferencedDocumentId"":""teams-1"",""StartIndex"":5,""Length"":15}],""Comments"":null,""Details"":null,""Links"":{""Self"":""/api/environments/events-65""}}","localhost.localdomain","octopus_deploy://Local Octopus Deploy","octopus_deploy"
"octopus:event","{""Id"":""events-66"",""RelatedDocumentIds"":[""Environments-33""],""Category"":""Created"",""UserId"":""users-1"",""Username"":""merbla"",""IdentityEstablishedWith"":""Session cookie"",""Occurred"":""2015-06-01T10:13:51.248+00:00"",""Message"":""Environment UAT was created"",""MessageHtml"":""Environment <a href='/r/Environments-33'>UAT</a> was created"",""MessageReferences"":[{""ReferencedDocumentId"":""Environments-33"",""StartIndex"":12,""Length"":3}],""Comments"":null,""Details"":null,""Links"":{""Self"":""/api/environments/events-66""}}","localhost.localdomain","octopus_deploy://Local Octopus Deploy","octopus_deploy"
"octopus:event","{""Id"":""events-67"",""RelatedDocumentIds"":[""Environments-34""],""Category"":""Created"",""UserId"":""users-1"",""Username"":""merbla"",""IdentityEstablishedWith"":""Session cookie"",""Occurred"":""2015-06-01T10:14:01.420+00:00"",""Message"":""Environment Production was created"",""MessageHtml"":""Environment <a href='/r/Environments-34'>Production</a> was created"",""MessageReferences"":[{""ReferencedDocumentId"":""Environments-34"",""StartIndex"":12,""Length"":10}],""Comments"":null,""Details"":null,""Links"":{""Self"":""/api/environments/events-67""}}","localhost.localdomain","octopus_deploy://Local Octopus Deploy","octopus_deploy"
"octopus:event","{""Id"":""events-68"",""RelatedDocumentIds"":[""projects-1"",""releases-33""],""Category"":""Created"",""UserId"":""users-1"",""Username"":""merbla"",""IdentityEstablishedWith"":""Session cookie"",""Occurred"":""2015-06-01T10:14:40.030+00:00"",""Message"":""A new project release 0.0.3 was created"",""MessageHtml"":""<a href='/r/projects-1'>A new project</a> release <a href='/r/releases-33'>0.0.3</a> was created"",""MessageReferences"":[{""ReferencedDocumentId"":""projects-1"",""StartIndex"":0,""Length"":13},{""ReferencedDocumentId"":""releases-33"",""StartIndex"":22,""Length"":5}],""Comments"":null,""Details"":null,""Links"":{""Self"":""/api/environments/events-68""}}","localhost.localdomain","octopus_deploy://Local Octopus Deploy","octopus_deploy"
"octopus:event","{""Id"":""events-69"",""RelatedDocumentIds"":[""Environments-1"",""projects-1"",""releases-33"",""deployments-33""],""Category"":""DeploymentQueued"",""UserId"":""users-1"",""Username"":""merbla"",""IdentityEstablishedWith"":""Session cookie"",""Occurred"":""2015-06-01T10:14:50.530+00:00"",""Message"":""Deployed A new project release 0.0.3 to Development"",""MessageHtml"":""Deployed <a href='/r/projects-1'>A new project</a> release <a href='/r/releases-33'>0.0.3</a> to <a href='/r/deployments-33'>Development</a>"",""MessageReferences"":[{""ReferencedDocumentId"":""projects-1"",""StartIndex"":9,""Length"":13},{""ReferencedDocumentId"":""releases-33"",""StartIndex"":31,""Length"":5},{""ReferencedDocumentId"":""deployments-33"",""StartIndex"":40,""Length"":11}],""Comments"":null,""Details"":null,""Links"":{""Self"":""/api/environments/events-69""}}","localhost.localdomain","octopus_deploy://Local Octopus Deploy","octopus_deploy"
"octopus:event","{""Id"":""events-70"",""RelatedDocumentIds"":[""projects-1"",""releases-34""],""Category"":""Created"",""UserId"":""users-1"",""Username"":""merbla"",""IdentityEstablishedWith"":""Session cookie"",""Occurred"":""2015-06-01T10:15:17.076+00:00"",""Message"":""A new project release 0.0.4 was created"",""MessageHtml"":""<a href='/r/projects-1'>A new project</a> release <a href='/r/releases-34'>0.0.4</a> was created"",""MessageReferences"":[{""ReferencedDocumentId"":""projects-1"",""StartIndex"":0,""Length"":13},{""ReferencedDocumentId"":""releases-34"",""StartIndex"":22,""Length"":5}],""Comments"":null,""Details"":null,""Links"":{""Self"":""/api/environments/events-70""}}","localhost.localdomain","octopus_deploy://Local Octopus Deploy","octopus_deploy"
"octopus:event","{""Id"":""events-71"",""RelatedDocumentIds"":[""deploymentprocess-projects-1"",""projects-1""],""Category"":""Modified"",""UserId"":""users-1"",""Username"":""merbla"",""IdentityEstablishedWith"":""Session cookie"",""Occurred"":""2015-06-01T10:15:32.577+00:00"",""Message"":""Deployment process for A new project was changed"",""MessageHtml"":""Deployment process for <a href='/r/projects-1'>A new project</a> was changed"",""MessageReferences"":[{""ReferencedDocumentId"":""projects-1"",""StartIndex"":23,""Length"":13}],""Comments"":null,""Details"":""<span>{\r&para;<br>  \""ProjectId\"": \""projects-1\"",\r&para;<br>  \""Steps\"": [\r&para;<br>    {\r&para;<br>      \""Id\"": \""fa978568-995d-41d1-aab5-fe7b3b29d915\"",\r&para;<br>      \""Name\"": \""Go Do It\"",\r&para;<br>      \""Condition\"": \""Success\"",\r&para;<br>      \""StartTrigger\"": \""StartAfterPrevious\"",\r&para;<br>      \""RequiresPackagesToBeAcquired\"": false,\r&para;<br>      \""Actions\"": [\r&para;<br>        {\r&para;<br>          \""Id\"": \""e858e16e-80f6-49c6-9f03-fbc9ed3e5838\"",\r&para;<br>          \""Name\"": \""Go Do It\"",\r&para;<br>          \""ActionType\"": \""Octopus.Script\"",\r&para;<br>          \""Environments\"": [],\r&para;<br>          \""Properties\"": {\r&para;<br>            \""Octopus.Action.Script.ScriptBody\"": {\r&para;<br>              \""CleartextValue\"": \""ls\""\r&para;<br>            }\r&para;<br>          }\r&para;<br>        }\r&para;<br>      ],\r&para;<br>      \""Properties\"": {\r&para;<br>        \""Octopus.Action.TargetRoles\"": {\r&para;<br>          \""CleartextValue\"": \""WebServer\""\r&para;<br>        }\r&para;<br>      }\r&para;<br></span><ins style=\""background:#e6ffe6;\"">    },\r&para;<br>    {\r&para;<br>      \""Id\"": \""21bebb0b-ac7b-42d2-a6c4-855b1e1d8ae1\"",\r&para;<br>      \""Name\"": \""Do Something Else\"",\r&para;<br>      \""Condition\"": \""Success\"",\r&para;<br>      \""StartTrigger\"": \""StartAfterPrevious\"",\r&para;<br>      \""RequiresPackagesToBeAcquired\"": false,\r&para;<br>      \""Actions\"": [\r&para;<br>        {\r&para;<br>          \""Id\"": \""970b6314-77de-4a28-a09d-69014a276450\"",\r&para;<br>          \""Name\"": \""Do Something Else\"",\r&para;<br>          \""ActionType\"": \""Octopus.Script\"",\r&para;<br>          \""Environments\"": [],\r&para;<br>          \""Properties\"": {\r&para;<br>            \""Octopus.Action.Script.ScriptBody\"": {\r&para;<br>              \""CleartextValue\"": \""ls\""\r&para;<br>            }\r&para;<br>          }\r&para;<br>        }\r&para;<br>      ],\r&para;<br>      \""Properties\"": {\r&para;<br>        \""Octopus.Action.TargetRoles\"": {\r&para;<br>          \""CleartextValue\"": \""WebServer\""\r&para;<br>        }\r&para;<br>      }\r&para;<br></ins><span>    }\r&para;<br>  ],\r&para;<br>  \""ModifiedSinceLastSnapshot\"": </span><del style=\""background:#ffe6e6;\"">fals</del><ins style=\""background:#e6ffe6;\"">tru</ins><span>e,\r&para;<br>  \""LastSnapshotNumber\"": 1,\r&para;<br>  \""LastSnapshotId\"": \""deploymentprocess-projects-1-snapshot-1\"",\r&para;<br>  \""IsFrozen\"": false,\r&para;<br>  \""Version\"": </span><del style=\""background:#ffe6e6;\"">1</del><ins style=\""background:#e6ffe6;\"">2</ins><span>,\r&para;<br>  \""Octopus.Platform.Documents.Model.IDocument.Name\"": \""Deployment process\""\r&para;<br>}</span>"",""Links"":{""Self"":""/api/environments/events-71""}}","localhost.localdomain","octopus_deploy://Local Octopus Deploy","octopus_deploy"
"octopus:event","{""Id"":""events-72"",""RelatedDocumentIds"":[""projects-1"",""releases-35""],""Category"":""Created"",""UserId"":""users-1"",""Username"":""merbla"",""IdentityEstablishedWith"":""Session cookie"",""Occurred"":""2015-06-01T10:15:36.561+00:00"",""Message"":""A new project release 0.0.5 was created"",""MessageHtml"":""<a href='/r/projects-1'>A new project</a> release <a href='/r/releases-35'>0.0.5</a> was created"",""MessageReferences"":[{""ReferencedDocumentId"":""projects-1"",""StartIndex"":0,""Length"":13},{""ReferencedDocumentId"":""releases-35"",""StartIndex"":22,""Length"":5}],""Comments"":null,""Details"":null,""Links"":{""Self"":""/api/environments/events-72""}}","localhost.localdomain","octopus_deploy://Local Octopus Deploy","octopus_deploy"
"octopus:event","{""Id"":""events-73"",""RelatedDocumentIds"":[""Environments-1"",""projects-1"",""releases-35"",""deployments-36""],""Category"":""DeploymentQueued"",""UserId"":""users-1"",""Username"":""merbla"",""IdentityEstablishedWith"":""Session cookie"",""Occurred"":""2015-06-01T10:15:41.951+00:00"",""Message"":""Deployed A new project release 0.0.5 to Development"",""MessageHtml"":""Deployed <a href='/r/projects-1'>A new project</a> release <a href='/r/releases-35'>0.0.5</a> to <a href='/r/deployments-36'>Development</a>"",""MessageReferences"":[{""ReferencedDocumentId"":""projects-1"",""StartIndex"":9,""Length"":13},{""ReferencedDocumentId"":""releases-35"",""StartIndex"":31,""Length"":5},{""ReferencedDocumentId"":""deployments-36"",""StartIndex"":40,""Length"":11}],""Comments"":null,""Details"":null,""Links"":{""Self"":""/api/environments/events-73""}}","localhost.localdomain","octopus_deploy://Local Octopus Deploy","octopus_deploy"
"octopus:event","{""Id"":""events-74"",""RelatedDocumentIds"":[""lifecycles-1""],""Category"":""Created"",""UserId"":""users-1"",""Username"":""merbla"",""IdentityEstablishedWith"":""Session cookie"",""Occurred"":""2015-06-01T10:16:36.248+00:00"",""Message"":""Lifecycle In Sequence was created"",""MessageHtml"":""Lifecycle <a href='/r/lifecycles-1'>In Sequence</a> was created"",""MessageReferences"":[{""ReferencedDocumentId"":""lifecycles-1"",""StartIndex"":10,""Length"":11}],""Comments"":null,""Details"":null,""Links"":{""Self"":""/api/environments/events-74""}}","localhost.localdomain","octopus_deploy://Local Octopus Deploy","octopus_deploy"
"octopus:event","{""Id"":""events-75"",""RelatedDocumentIds"":[""projects-1""],""Category"":""Modified"",""UserId"":""users-1"",""Username"":""merbla"",""IdentityEstablishedWith"":""Session cookie"",""Occurred"":""2015-06-01T10:16:48.061+00:00"",""Message"":""Project A new project was modified"",""MessageHtml"":""Project <a href='/r/projects-1'>A new project</a> was modified"",""MessageReferences"":[{""ReferencedDocumentId"":""projects-1"",""StartIndex"":8,""Length"":13}],""Comments"":null,""Details"":""<span>{\r&para;<br>  \""Name\"": \""A new project\"",\r&para;<br>  \""Description\"": \""\"",\r&para;<br>  \""Slug\"": \""a-new-project\"",\r&para;<br>  \""IsDisabled\"": false,\r&para;<br>  \""VariableSetId\"": \""variableset-projects-1\"",\r&para;<br>  \""DeploymentProcessId\"": \""deploymentprocess-projects-1\"",\r&para;<br>  \""ProjectGroupId\"": \""ProjectGroups-1\"",\r&para;<br>  \""LifecycleId\"": \""lifecycle</span><del style=\""background:#ffe6e6;\"">-ProjectGroup</del><span>s-1\"",\r&para;<br>  \""AutoCreateRelease\"": false,\r&para;<br>  \""IncludedLibraryVariableSetIds\"": [],\r&para;<br>  \""UsedPackages\"": [],\r&para;<br>  \""DefaultToSkipIfAlreadyInstalled\"": false,\r&para;<br>  \""VersioningStrategy\"": {\r&para;<br>    \""DonorPackageStepId\"": null,\r&para;<br>    \""Template\"": \""#{Octopus.Version.LastMajor}.#{Octopus.Version.LastMinor}.#{Octopus.Version.NextPatch}\""\r&para;<br>  },\r&para;<br>  \""ReleaseCreationStrategy\"": {\r&para;<br>    \""ReleaseCreationPackageStepId\"": </span><del style=\""background:#ffe6e6;\"">null</del><ins style=\""background:#e6ffe6;\"">\""\""</ins><span>\r&para;<br>  }\r&para;<br>}</span>"",""Links"":{""Self"":""/api/environments/events-75""}}","localhost.localdomain","octopus_deploy://Local Octopus Deploy","octopus_deploy"
